J93CetdWe,【#北京又有3地降为低风险#，目前34个中高风险地区】国务院客户端小程序“疫情风险等级查询”显示，截至6月30日15时，北京市东城区永定门外街道、房山区长阳镇、门头沟区永定（地区）镇由中风险地区降级为低风险地区。北京市已有30个中风险地区，另有4个高风险地区。  [组图共3张] 原图 ,2020-06-30 18:49,1270,187,267
J92GNtpPD,【警惕！#北京一病例隔离期出现症状未报告后确诊#】6月30日，北京市疾控中心副主任庞星火介绍，近日，#北京隔离人员出现多例发生症状不报告#，部分患者因症状轻微未报告。其中，病例5，男，63岁，新发地市场保洁员。6月13日由专车转运至集中隔离点进行集中医学观察，6月20日出现咳嗽等症状，未报告、未服药，6月27日核酸检测结果为阳性，6月28日由120救护车转运至丰台中西医结合医院就诊，6月29日确诊。提醒：当前疫情防控形势依然严峻，切不能掉以轻心，日常要做好个人防护，关注健康状况，出现不适症状要全程做好防护及时就医。集中隔离、居家隔离人员请严格按照隔离要求，调整心态，坚持做到不外出，每日监测报告体温，出现任何身体不适均要及时报告，按要求就诊；配合做好检验检测和环境消毒。转发提醒！ 原图 ,2020-06-30 16:28,2265,195,433
J92Ad6HxF,#武汉公布各年级开学时间#【#武汉高中非毕业年级7月10日复学#】今天，武汉市新冠肺炎疫情防控指挥部发布通告，公布了各学段复学复课和校外培训机构线下复课的时间安排。一、2020年春季学期，高中阶段（含中职学校和技工学校）非毕业年级7月10日复学，7月31日起放暑假；初中阶段初一、初二年级7月5日结束线上教学，师生休假，8月10日返校复学至8月30日结束；小学及幼儿园7月5日起放暑假。二、2020年秋季学期，全市大中小学和幼儿园按照往年惯例开学。 三、高校非毕业年级学生本学期原则上不安排返校。确有特殊需要的，经本人自愿申请并经学校同意后可以返校。 四、校外合规教育培训机构经属地区疫情防控指挥部评估认定通过后，可以有序线下复课，时间不早于7月10日。据悉，武汉市高三、初三年级已分别于5月6日、5月20日统一开学。（田豆豆 周雯） 原图 ,2020-06-30 16:11,5778,404,1107
J92opbLeT,【正在直播：#北京疫情防控情况发布会#】6月29日，#北京新增确诊7例#，近19天累计报告本地确诊病例325例。30日，北京市召开疫情防控新闻发布会，将介绍有关情况，并答记者问。@人民日报 联合@北京日报都视频 正在直播↓↓关注！ 人民日报的微博视频 .  ,2020-06-30 15:42,1834,143,122
J8ZWIxxjo,【#人大师生默哀一分钟#】@中国人民大学 毕业典礼上，师生为抗击疫情而牺牲的烈士和不幸罹难者默哀。 人民日报的微博视频  ,2020-06-30 09:29,51318,4401,2729
J8ZAh3xqg,【#北京新增确诊7例#：#北京19天累计确诊325例#】6月29日0时至24时，新增报告本地确诊病例7例、无症状感染者1例，无新增疑似病例，治愈出院病例1例；无新增报告境外输入确诊病例、疑似病例、无症状感染者。6月11日0时至6月29日24时，累计报告本地确诊病例325例，在院324例。尚在观察的无症状感染者27例；无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者。新增确诊病例中，丰台区6例、大兴区1例。全市有14个区无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区158天、怀柔区144天、顺义区142天、密云区139天、石景山区15天、门头沟区14天、房山区14天、东城区13天、通州区9天、朝阳区8天、西城区7天、海淀区4天、昌平区4天。 [组图共2张] 原图 ,2020-06-30 08:33,1209,433,342
J8Zx1zMge,【#世卫称疫情正在加速传播#，#世卫称未来几个月与病毒共存是新常态#】世卫组织总干事谭德塞在29日的例行记者会上说：“虽然一些国家遏制疫情取得进展，但是在全球范围内，疫情正在加速传播。”谭德塞表示，未来几个月，我们仍然要同病毒共存，这将成为一个新的常态。很多国家已经采取了前所未有防控措施，成功遏制了病毒传播，但是仍未彻底消除病毒。一些国家经济和社会重启之后，出现疫情反弹，病例增加，当前大多数人仍然易感，疫情仍未见底。（张朋辉） 原图 ,2020-06-30 08:25,6956,772,558
J8Z2szYJb,【#高考倒计时1周#：转发，为少年们加油！】疫情下，高考备战路已足够波折，一群追光少年仍在咬着牙坚持。走到今天，你们都是英雄。乾坤未定，你我皆是“黑马”！每个为梦想拼尽全力、坚持到底的你，都是好样的！#还有一周高考#，冲刺吧，追光少年！  [组图共9张] 原图 ,2020-06-30 07:10,24748,4755,2663
J8YSOeyG6,【#美国新冠病毒感染病例超256万#】据美国约翰斯·霍普金斯大学疫情实时监测系统显示，截至美东时间6月29日下午1时35分，美国已有新冠病毒感染病例2564163例，其中包括死亡病例125928例。#美国新冠肺炎死亡超12万#（郑琪）  原图 ,2020-06-30 06:46,1287,247,250
J8W8f9Onr,【#你好，明天#】新发地疫情首位治愈患者出院，北京新增病例再降至个位数，从今晨开始好消息接连传来。每个好消息，都凝聚着一线防控人员的心血和汗水；首都防控每一点进展，也都标注着全国防控形势迈上新台阶。防控仍处在最紧要、最吃劲关头，不放过任何风险隐患，不给病毒以可乘之机，同舟共济、守望相助，终将见到胜利曙光！ [组图共9张] 原图 ,2020-06-29 23:46,4827,1150,902
