微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J30n4b7n5,【#你好，明天#】在推迟两个多月后，中国进入两会时间。政协开幕会上，集体默哀1分钟，为疫情中牺牲烈士和逝世同胞。低首追思中，生命尊严在昂扬；深切缅怀中，生命价值在激荡。轻轻告诉每一位逝者，全国疫情防控阻击战已经取得重大战略成果；更要用实际行动告慰他们，中华民族一定会在磨难中成长、从磨难中奋起！ 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gf0i4whe2hj20g30gimz0.jpg,无,无,2020-05-21 23:32,微博 weibo.com,10524,2534,1462
J30bF1MYm,【人民锐评：维护“一国两制”行稳致远的重要举措】毫无疑问，香港已经成为国家安全的一个突出风险点。这个风险，来自“港独”组织和本土激进分离势力的活动日益猖獗，来自反对派毫无底线的社会揽炒、经济揽炒、政治揽炒，来自暴力恐怖活动的不断升级，来自外部势力赤裸裸地干涉香港事务，来自“台独”“港独”势力的勾结合流……凡此种种，无不严重挑战“一国两制”原则底线，无不对国家主权安全造成了严重危害。倘若对此纵容姑息，“一国两制”行稳致远的轨道，就有被拆毁的危险；香港广大市民的利益和福祉，就有被葬送的危险。从国家层面#建立健全香港特别行政区维护国家安全的法律制度和执行机制#，是中央对维护国家安全负有最大和最终的责任，是对香港繁荣稳定和香港同胞的福祉怀有的最大关切。我们有足够的诚意和信心确保“一国两制”方针不会变、不动摇，同时也有足够的决心和能力确保“一国两制”实践不变形、不走样。 http://t.cn/A62L9XaB ,,无,无,无,2020-05-21 23:04,微博 weibo.com,6594,1597,971
J305YsluD,【张业遂：#对待中美关系中国不惹事但也不怕事#】十三届全国人大三次会议大会发言人张业遂21日晚在新闻发布会上说，中美关系正处在一个重要关口，关键在于坚持不冲突不对抗、相互尊重、合作共赢。如果美方尊重中国的社会制度和发展道路，理性看待中国的发展和战略意图，致力于与中方开展建设性对话，将有利于两国各领域及在地区和全球问题上的互利合作。如果美方坚持冷战思维，推行遏制中国的战略，损害中国的核心和重大利益，结果只能是损人害己。中国不惹事，但也不怕事，将坚定不移捍卫自身主权、安全和发展利益。 http://t.cn/A62Lo8DP ,,无,无,无,2020-05-21 22:50,微博云剪,4048,622,583
J2ZZHA7CG,【张业遂：#中方绝不接受任何滥诉和索赔要求#】十三届全国人大三次会议大会发言人张业遂21日在新闻发布会上说，新冠病毒溯源是严肃的科学问题，应由科学家和医疗专家进行科学探索，基于事实和证据作出科学判断。通过转嫁责任来掩盖自身问题，既不负责任，也不道德。中方绝不接受任何滥诉和索赔要求。 http://t.cn/A62Lamtl ,,无,无,无,2020-05-21 22:34,微博云剪,1863,276,241
J2ZSm2AOo,【张业遂：#建立健全香港维护国家安全的制度机制完全必要#】十三届全国人大三次会议大会发言人张业遂21日晚在新闻发布会上说，国家安全是安邦定国的重要基石。维护国家安全是包括香港同胞在内的全国各族人民的根本利益所在。党的十九届四中全会明确提出：“建立健全特别行政区维护国家安全的法律制度和执行机制”。香港特别行政区是中华人民共和国不可分离的部分。全国人民代表大会是最高国家权力机关，根据新的形势和需要，行使宪法赋予的职权，从国家层面建立健全香港特别行政区维护国家安全的法律制度和执行机制，坚持和完善“一国两制”制度体系，是完全必要的。http://t.cn/A62L6xZj ,,无,无,无,2020-05-21 22:16,微博云剪,4180,660,412
J2ZRblfBX,【#民法典草案累计收到42.5万人102万条意见#】十三届全国人大三次会议大会发言人张业遂21日在新闻发布会上介绍，提请本次大会审议的民法典草案共7编、1260条，7编分别是：总则编、物权编、合同编、人格权编、婚姻家庭编、继承编、侵权责任编。民法典编纂过程中，先后十次通过中国人大网公开征求意见，累计收到42.5万人提出的102万条意见和建议。 http://t.cn/A62LigQc ,,无,无,无,2020-05-21 22:13,微博云剪,156087,2580,15582
J2ZNu1bWC,【#30件涉公共卫生法律待制定修改#】十三届全国人大三次会议大会发言人张业遂21日在新闻发布会上说，为完善和强化公共卫生法治保障体系，人大常委会计划制定修改法律17部，适时修改法律13部。重点包括争取年内审议通过新制定的生物安全法草案；争取今年下半年提交审议修改后的野生动物保护法草案；尽早完成修改动物防疫法，抓紧修改国境卫生检疫法，认真评估并有针对性修改完善传染病防治法、突发事件应对法等法律。 http://t.cn/A62LJXlN ,,无,无,无,2020-05-21 22:04,微博云剪,1917,329,283
J2ZIJCDRu,#全国两会#【人大将审议《全国人民代表大会关于#建立健全香港特别行政区维护国家安全的法律制度和执行机制#的决定（草案）》】十三届全国人大三次会议21日晚举行新闻发布会，大会发言人张业遂说，本次大会将审议《全国人民代表大会关于建立健全香港特别行政区维护国家安全的法律制度和执行机制的决定（草案）》。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gf0fc40vvyj20u012eh4n.jpg,无,无,2020-05-21 21:52,微博 weibo.com,8087,1362,1053
J2ZDTtzR9,【正在直播：#十三届全国人大三次会议首场发布会#】十三届全国人大三次会议今晚在人民大会堂新闻发布厅举行新闻发布会，由大会发言人就大会议程和人大工作相关问题回答中外记者提问。@人民日报 带你看现场，共同关注！ 人民日报的微博视频 .  ,,无,无,无,2020-05-21 21:40,微博原生直播,4371,1220,997
J2Zx0wzNz,#全国两会#【#十三届全国人大三次会议议程#】一、审议政府工作报告二、审查2019年国民经济和社会发展计划执行情况与2020年国民经济和社会发展计划草案的报告、2020年国民经济和社会发展计划草案三、审查2019年中央和地方预算执行情况与2020年中央和地方预算草案的报告、2020年中央和地方预算草案四、审议全国人民代表大会常务委员会关于提请审议《中华人民共和国民法典（草案）》的议案五、审议全国人民代表大会常务委员会关于提请审议《全国人民代表大会关于#建立健全香港特别行政区维护国家安全的法律制度和执行机制#的决定（草案）》的议案六、审议全国人民代表大会常务委员会工作报告七、审议最高人民法院工作报告八、审议最高人民检察院工作报告九、其他（新华社） 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gf0f7v7qupj20go11yx0u.jpg,无,无,2020-05-21 21:23,微博 weibo.com,4989,1206,660
